 Department of Commerce ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 178 , RWANDA ,13672.29, 0 ,12523.63, 0 , 694 , 0 ," 23,186 ", 0 ," 42,350 ", 0 ," 53,083 ", 0 , 17 , -   , 1 , -   ," 1,187 ", 0 ," 1,548 ", 0 ," 1,815 ", 0 ," 2,979 ", 0 ," 1,448 ", 0 ," 1,545 ", 0 , 981 , 0 ," 1,591 ", 0 ," 1,733,668 ", 3 
 179 , SAHARWI A.DM RP ,27.77, -   ,8392.61, 0 , 476 , 0 , 73 , -   ,,, 0 , -   ," 1,514 ", 0 ," 1,461 ", 0 , 153 , 0 , 89 , -   , 107 , -   , 171 , 0 ," 4,335,889 ", 2 ," 6,531,014 ", 2 , 373 , 0 , 430 , 0 ," 143,098 ", 0 
 180 , SAMOA ,317.69, 0 ,676.76, 0 ," 2,129,607 ", 2 ," 1,048 ", 0 ," 1,085 ", 0 ," 2,643 ", 0 , 28 , -   , 173 , 0 , 620 , 0 , 574 , 0 , 827 , 0 ," 1,061 ", 0 ," 515,979 ", 0 ," 710,870 ", 0 ," 1,218 ", 0 ," 1,268 ", 0 ," 14,512 ", 0 
 181 , SAO TOME ,459.77, 0 ,579.68, 0 ," 95,672 ", 0 , 367 , 0 ,,, 0 , -   , 895 , 0 , 609 , 0 ," 3,425,390 ", 2 ," 3,486,798 ", 2 ," 3,885,424 ", 2 ," 4,426,686 ", 2 ," 67,368 ", 0 ," 67,003 ", 0 ," 8,627,137 ", 2 ," 9,574,899 ", 3 ," 10,483 ", 0 
 182 , SAUDI ARAB ,2294014.13, 3 ,1855230.35, 2 ," 12,295 ", 0 ," 2,720,820 ", 2 , 488 , 0 , 559 , 0 ," 6,802,968 ", 4 ," 4,171,203 ", 2 ," 424,647 ", 0 ," 466,841 ", 0 ," 446,081 ", 0 ," 338,825 ", 0 ," 40,949 ", 0 ," 33,525 ", 0 ," 911,453 ", 0 ," 776,052 ", 0 ," 48,860 ", 0 
 183 , SENEGAL ,66069.08, 0 ,89332.24, 0 ," 24,655 ", 0 ," 178,242 ", 0 ," 5,324,443 ", 3 ," 7,386,394 ", 4 ," 317,316 ", 0 ," 366,106 ", 0 ," 33,563 ", 0 ," 38,055 ", 0 ," 50,658 ", 0 ," 59,371 ", 0 ," 112,386 ", 0 ," 133,152 ", 0 ," 66,415 ", 0 ," 88,482 ", 0 ," 2,160,750 ", 3 
 184 , SEYCHELLES ,41355.12, 0 ,9504.44, 0 ," 4,473,173 ", 4 ," 16,675 ", 0 ," 267,322 ", 0 ," 258,007 ", 0 ," 25,865 ", 0 ," 28,298 ", 0 ," 24,110 ", 0 ," 27,126 ", 0 ," 58,633 ", 0 ," 47,969 ", 0 ," 6,438,217 ", 3 ," 8,301,295 ", 3 ," 52,145 ", 0 ," 63,089 ", 0 , 401 , 0 
 185 , SIERRA LEONE ,21858.39, 0 ,17700.98, 0 ," 27,087 ", 0 ," 41,642 ", 0 ,,," 19,295 ", 0 ," 19,871 ", 0 ," 22,440 ", 0 ," 62,807 ", 0 ," 60,220 ", 0 ," 78,316 ", 0 ," 81,643 ", 0 , 1 , -   , 69 , -   ," 191,421 ", 0 ," 221,577 ", 0 ," 33,982 ", 0 
 186 , SINGAPORE ,3775688.18, 4 ,3594829.70, 4 ," 85,230 ", 0 ," 8,036,300 ", 5 ," 21,111 ", 0 ," 30,852 ", 0 ," 49,268 ", 0 ," 59,457 ", 0 ," 6,411,509 ", 3 ," 6,578,931 ", 3 ," 8,094,225 ", 4 ," 6,302,692 ", 3 ," 115,333 ", 0 ," 127,544 ", 0 ," 9,618,496 ", 3 ," 11,939,242 ", 3 ," 80,368 ", 0 
 187 , SLOVAK REP ,16430.93, 0 ,16889.40, 0 , 518 , 0 ," 45,325 ", 0 ," 100,327 ", 0 ," 60,137 ", 0 ," 5,985,398 ", 3 ," 5,053,132 ", 3 , 1 , -   , 5 , -   ,,, 56 , -   ," 262,527 ", 0 ," 368,869 ", 0 , 9 , -   , 375 , 0 , 706 , 0 
 188 , SLOVENIA ,73298.14, 0 ,91744.36, 0 ," 40,621 ", 0 ," 108,598 ", 0 ," 7,399,497 ", 5 ," 7,496,620 ", 4 ," 83,688 ", 0 ," 89,900 ", 0 ," 97,951 ", 0 ," 98,262 ", 0 ," 101,963 ", 0 ," 98,145 ", 0 ," 1,218 ", 0 ," 1,380 ", 0 ," 152,852 ", 0 ," 159,783 ", 0 ," 106,770 ", 0 
 189 , SOLOMON IS ,408.87, 0 ,443.50, 0 ," 1,788,466 ", 2 , 576 , 0 ," 58,234 ", 0 ," 63,120 ", 0 ," 150,261 ", 0 ," 173,629 ", 0 ," 168,650 ", 0 ," 183,188 ", 0 ," 219,635 ", 0 ," 235,877 ", 0 ," 410,482 ", 0 ," 555,705 ", 0 ," 491,401 ", 0 ," 485,871 ", 0 ," 1,209,738 ", 2 
 190 , SOMALIA ,30883.97, 0 ,8282.32, 0 ," 1,168,260 ", 1 ," 71,098 ", 0 ," 149,475 ", 0 ," 127,661 ", 0 ," 3,223 ", 0 ," 1,788 ", 0 ," 1,543 ", 0 , 824 , 0 ," 1,789 ", 0 ," 1,436 ", 0 ," 2,907,508 ", 1 ," 4,535,311 ", 1 ," 2,158 ", 0 ," 2,476 ", 0 ," 3,234 ", 0 
 191 , SOUTH AFRICA ,899429.11, 1 ,975125.38, 1 ," 1,595,089 ", 1 ," 2,272,966 ", 2 , 827 , 0 ," 1,247 ", 0 ," 215,736 ", 0 ," 319,005 ", 0 ," 337,901 ", 0 ," 293,486 ", 0 ," 377,208 ", 0 ," 414,335 ", 0 ," 16,938 ", 0 ," 20,054 ", 0 ," 761,248 ", 0 ," 679,001 ", 0 ," 661,835 ", 1 
 192 , SPAIN ,1138792.36, 1 ,960376.26, 1 , 83 , 0 ," 1,436,678 ", 1 ," 99,176 ", 0 ," 128,726 ", 0 ," 3,236,326 ", 2 ," 2,340,661 ", 1 ," 2,377,798 ", 1 ," 2,465,980 ", 1 ," 2,833,397 ", 1 ," 2,911,431 ", 1 ," 2,396,170 ", 1 ," 3,524,400 ", 1 ," 6,787,323 ", 2 ," 7,208,658 ", 2 ," 595,988 ", 1 
 193 , SRI LANKA DSR ,1089497.01, 1 ,1028960.86, 1 , 336 , 0 ," 2,095,146 ", 1 ," 2,780,338 ", 2 ," 3,076,995 ", 2 ," 1,925,068 ", 1 ," 2,121,295 ", 1 ," 2,187 ", 0 ," 2,280 ", 0 ," 7,359 ", 0 ," 14,252 ", 0 ," 2,585,729 ", 1 ," 4,333,370 ", 1 ," 26,150 ", 0 ," 34,542 ", 0 , 80 , 0 
 194 , ST HELENA ,85.81, 0 ,4.32, -   ," 1,179 ", 0 , 22 , -   ," 1,559,233 ", 1 ," 1,748,990 ", 1 ," 4,103,801 ", 2 ," 3,465,990 ", 2 ," 2,296,439 ", 1 ," 2,575,284 ", 1 ," 2,921,728 ", 1 ," 2,795,371 ", 1 , 126 , 0 ,,," 3,741,007 ", 1 ," 3,967,518 ", 1 , 306 , 0 
 195 , ST KITT N A ,322.13, 0 ,695.16, 0 , 25 , -   , 324 , 0 ," 2,168,769 ", 1 ," 2,764,367 ", 1 , 131 , 0 , 106 , 0 ," 2,623,277 ", 1 ," 2,886,971 ", 1 ," 3,299,621 ", 1 ," 2,693,454 ", 1 , 729 , 0 ," 1,943 ", 0 ," 4,092,267 ", 1 ," 3,411,734 ", 1 ," 2,034 ", 0 
 196 , ST LUCIA ,494.83, 0 ,561.80, 0 , 165 , 0 , 645 , 0 , 18 , -   , 18 , -   , 769 , 0 ," 1,448 ", 0 , 14 , -   , 4 , -   , 11 , -   , 227 , 0 ," 2,510 ", 0 ," 3,036 ", 0 , 42 , -   , 0 , -   , 540 , 0 
 197 , ST PIERRE ,1.31, -   ,23.98, -   ," 222,414 ", 0 ,,, 343 , 0 , 744 , 0 ," 1,306 ", 0 ," 1,761 ", 0 ," 2,074 ", 0 ," 1,852 ", 0 ," 1,667 ", 0 ," 1,812 ", 0 , 466 , 0 , 630 , 0 ," 2,119 ", 0 ," 4,136 ", 0 , 18 , -   
 198 , ST VINCENT ,371.07, 0 ,170.55, 0 ," 5,491 ", 0 , 299 , 0 , 565 , 0 ," 1,387 ", 0 , 1 , -   ,,," 2,902 ", 0 ," 2,617 ", 0 ," 2,782 ", 0 ," 2,293 ", 0 ," 1,465 ", 0 ," 1,478 ", 0 ," 4,133 ", 0 ," 6,018 ", 0 ," 72,843 ", 0 
 199 , SUDAN ,221794.09, 0 ,218200.91, 0 ," 39,223 ", 0 ," 340,626 ", 0 , 22 , -   , 19 , -   , 465 , 0 , 355 , 0 ,,, 7 , -   , 10 , -   ,,," 756,601 ", 0 ," 802,775 ", 0 , 955 , 0 ," 1,973 ", 0 ," 4,550 ", 0 
 200 , SURINAME ,6364.85, 0 ,7848.80, 0 ," 285,791 ", 0 ," 5,055 ", 0 , 190 , 0 ," 1,106 ", 0 ," 539,457 ", 0 ," 510,964 ", 0 , 525 , 0 , 442 , 0 , 513 , 0 , 483 , 0 ," 12,658 ", 0 ," 12,956 ", 0 ," 2,151 ", 0 , 535 , 0 ,,
 201 , SWAZILAND ,20585.39, 0 ,9431.24, 0 ," 313,790 ", 0 ," 11,158 ", 0 ," 411,556 ", 0 ," 521,298 ", 0 ," 10,771 ", 0 ," 8,408 ", 0 ,,, 10 , -   ," 1,039 ", 0 , 771 , 0 ," 18,072 ", 0 ," 20,021 ", 0 ," 1,469,248 ", 0 ," 666,339 ", 0 ," 9,464 ", 0 
 202 , SWEDEN ,257963.42, 0 ,225192.81, 0 ," 223,935 ", 0 ," 395,278 ", 0 ," 16,514 ", 0 ," 14,598 ", 0 ," 24,595 ", 0 ," 38,747 ", 0 ," 502,101 ", 0 ," 530,259 ", 0 ," 643,454 ", 0 ," 779,108 ", 0 ," 564,562 ", 0 ," 772,488 ", 0 ," 9,866 ", 0 ," 24,186 ", 0 ," 163,949 ", 0 
 203 , SWITZERLAND ,352525.70, 0 ,278424.82, 0 ," 1,047,917 ", 1 ," 527,956 ", 0 ," 26,057 ", 0 ," 13,696 ", 0 ," 452,647 ", 0 ," 447,552 ", 0 ," 7,040 ", 0 ," 11,197 ", 0 ," 15,734 ", 0 ," 22,105 ", 0 ," 934,061 ", 0 ," 1,005,378 ", 0 ,,, 88 , -   ," 313,246 ", 1 
 204 , SYRIA ,166657.08, 0 ,163875.33, 0 ," 8,305 ", 0 ," 256,824 ", 0 ," 373,527 ", 0 ," 444,586 ", 0 ," 653,875 ", 0 ," 642,129 ", 0 ," 26,505 ", 0 ," 21,078 ", 0 ,,, 1 , -   ," 92,168 ", 0 ," 78,550 ", 0 ," 11,885 ", 0 ," 20,513 ", 0 ," 17,511 ", 0 
 205 , TAIWAN ,668173.16, 1 ,881271.49, 1 ," 670,141 ", 1 ," 1,598,616 ", 1 ," 607,907 ", 0 ," 1,073,696 ", 1 ," 114,530 ", 0 ," 89,610 ", 0 ," 475,408 ", 0 ," 497,237 ", 0 ," 13,348 ", 0 ," 13,193 ", 0 ," 1,200,649 ", 1 ," 2,055,116 ", 1 ," 772,059 ", 0 ," 843,614 ", 0 ," 250,313 ", 0 
 206 , TAJIKISTAN ,7630.08, 0 ,7452.33, 0 ," 1,034,626 ", 1 ," 10,200 ", 0 ," 140,587 ", 0 ," 140,902 ", 0 ," 1,333,673 ", 1 ," 932,864 ", 1 ," 654,302 ", 0 ," 698,698 ", 0 ," 553,490 ", 0 ," 530,067 ", 0 ," 39,496 ", 0 ," 26,405 ", 0 ," 1,081,304 ", 0 ," 1,263,804 ", 0 ," 5,399 ", 0 
 207 , TANZANIA REP ,472958.89, 1 ,436964.46, 1 ," 245,842 ", 0 ," 769,675 ", 1 ," 1,655,512 ", 1 ," 1,206,047 ", 1 ," 32,807 ", 0 ," 14,549 ", 0 ," 81,676 ", 0 ," 98,852 ", 0 ," 829,177 ", 0 ," 850,530 ", 0 ," 1,064,421 ", 0 ," 1,722,386 ", 1 ," 83,554 ", 0 ," 52,271 ", 0 ," 605,891 ", 1 
 208 , THAILAND ,872399.50, 1 ,822762.26, 1 ," 93,210 ", 0 ," 1,425,353 ", 1 ," 19,136 ", 0 ," 32,728 ", 0 ," 1,513,271 ", 1 ," 1,080,038 ", 1 ," 1,466,604 ", 1 ," 1,389,931 ", 1 ," 108,092 ", 0 ," 112,994 ", 0 ," 3,130,062 ", 1 ," 4,289,768 ", 1 ," 2,110,664 ", 1 ," 1,523,601 ", 0 ," 633,119 ", 1 
 209 , TIMOR LESTE ,422.42, 0 ,577.85, 0 ," 6,724 ", 0 ," 3,740 ", 0 ," 1,173,292 ", 1 ," 2,090,708 ", 1 ," 2,120,921 ", 1 ," 1,955,689 ", 1 ," 13,708 ", 0 ," 15,434 ", 0 ," 1,851,778 ", 1 ," 1,188,440 ", 1 ," 18,662 ", 0 ," 19,425 ", 0 ," 39,610 ", 0 ," 42,684 ", 0 ," 7,849 ", 0 
 210 , TOGO ,65620.17, 0 ,77157.73, 0 , 324 , 0 ," 173,489 ", 0 ," 2,031,024 ", 1 ," 2,243,108 ", 1 ," 1,992 ", 0 ," 2,235 ", 0 ," 1,196,656 ", 1 ," 1,044,000 ", 1 ," 15,628 ", 0 ," 16,663 ", 0 ," 1,139,361 ", 1 ," 2,248,061 ", 1 ," 3,157,854 ", 1 ," 3,826,430 ", 1 ," 549,493 ", 1 
 211 , TOKELAU IS ,15.80, -   ,1.35, -   ," 28,690 ", 0 , 23 , -   ," 1,174 ", 0 ," 1,305 ", 0 ," 420,423 ", 0 ," 350,359 ", 0 ," 2,101,242 ", 1 ," 2,355,130 ", 1 ," 1,192,460 ", 1 ," 1,232,747 ", 1 , 625 , 0 , 990 , 0 ," 4,581,007 ", 1 ," 4,172,172 ", 1 , 20 , -   
 212 , TONGA ,148.77, 0 ,227.17, 0 ," 128,162 ", 0 , 374 , 0 ," 162,840 ", 0 ," 272,141 ", 0 , 0 , -   ,,," 1,551 ", 0 ," 2,139 ", 0 ," 3,110,607 ", 1 ," 3,045,149 ", 1 ," 55,332 ", 0 ," 69,586 ", 0 ," 28,570 ", 0 ," 39,714 ", 0 , 73 , 0 
 213 , TRINIDAD ,143698.43, 0 ,72771.90, 0 ," 1,250,982 ", 1 ," 39,460 ", 0 , 17 , -   , 96 , 0 , 559 , 0 , 726 , 0 ," 211,638 ", 0 ," 263,860 ", 0 ," 3,686 ", 0 ," 4,497 ", 0 ," 195,745 ", 0 ," 303,415 ", 0 ," 4,851,039 ", 1 ," 2,673,622 ", 1 ," 17,360 ", 0 
 214 , TUNISIA ,96789.44, 0 ,100692.71, 0 ," 11,900 ", 0 ," 136,883 ", 0 , 908 , 0 , 640 , 0 ," 101,114 ", 0 ," 60,683 ", 0 , 23 , -   ,,," 487,100 ", 0 ," 739,506 ", 0 ," 2,923,184 ", 1 ," 6,503,732 ", 2 ," 1,165 ", 0 ," 1,315 ", 0 ," 46,134 ", 0 
 215 , TURKEY ,637029.19, 1 ,727779.93, 1 , 24 , -   ," 1,689,401 ", 1 ," 44,379 ", 0 ," 63,013 ", 0 ," 152,611 ", 0 ," 145,889 ", 0 , 806 , 0 , 809 , 0 , 1 , -   , 1 , -   ," 44,426 ", 0 ," 77,568 ", 0 ," 84,135 ", 0 ," 90,264 ", 0 ," 947,460 ", 2 
 216 , TURKMENISTAN ,19145.32, 0 ,17056.93, 0 , 56 , -   ," 21,175 ", 0 ," 162,992 ", 0 ," 166,032 ", 0 ," 3,276,052 ", 2 ," 2,713,560 ", 2 ," 56,691 ", 0 ," 57,170 ", 0 , 243 , 0 , 467 , 0 , 92 , -   , 480 , 0 ," 339,534 ", 0 ," 363,778 ", 0 ," 6,028 ", 0 
 217 , TURKS C IS ,236.38, 0 ,82.33, 0 ," 15,386,613 ", 14 , 84 , 0 ," 2,152,438 ", 1 ," 2,704,238 ", 1 ," 56,322 ", 0 ," 44,662 ", 0 ," 171,247 ", 0 ," 181,650 ", 0 ," 58,465 ", 0 ," 60,230 ", 0 , 2 , -   , 162 , 0 ," 7,726,043 ", 2 ," 5,506,909 ", 2 , 75 , 0 
 218 , TUVALU ,2959.92, 0 ,101.87, 0 ," 3,317,265 ", 3 , 7 , -   ," 38,031 ", 0 ," 44,785 ", 0 , 88 , -   , 106 , 0 ," 3,103,080 ", 2 ," 3,281,480 ", 2 ," 212,654 ", 0 ," 173,636 ", 0 ," 12,333,392 ", 6 ," 20,915,828 ", 7 ," 71,970 ", 0 ," 30,982 ", 0 , 6 , -   
 219 , U ARAB EMTS ,11022907.95, 13 ,11334791.85, 13 ," 11,519,450 ", 10 ," 17,226,847 ", 12 , 178 , 0 , 239 , 0 , 20 , -   , 35 , -   ," 38,663 ", 0 ," 35,047 ", 0 ," 3,805,912 ", 2 ," 3,522,495 ", 2 ," 6,024,490 ", 3 ," 7,799,211 ", 2 ," 1,417 ", 0 , 915 , 0 ," 4,785,800 ", 8 
 220 , U K ,3034457.97, 4 ,2947631.02, 3 ," 133,160 ", 0 ," 4,114,023 ", 3 , 3 , -   , 38 , -   ," 20,185,269 ", 11 ," 19,830,623 ", 12 , 527 , 0 , 737 , 0 ," 32,045 ", 0 ," 23,964 ", 0 ," 38,184,453 ", 18 ," 56,796,119 ", 18 , 201 , 0 , 88 , -   ," 2,248,142 ", 4 
 221 , U S A ,9645841.97, 11 ,9241651.34, 11 ," 233,329 ", 0 ," 16,645,542 ", 11 ," 19,783,205 ", 12 ," 18,477,865 ", 10 ," 5,696,907 ", 3 ," 5,776,986 ", 3 , 55 , -   , 40 , -   , 183 , 0 , 451 , 0 ," 496,814 ", 0 ," 519,917 ", 0 ," 25,385,238 ", 7 ," 29,509,524 ", 8 ," 11,813,979 ", 19 
 222 , UGANDA ,100749.23, 0 ,98077.16, 0 ," 10,732 ", 0 ," 209,471 ", 0 ," 4,687,822 ", 3 ," 5,921,916 ", 3 ," 25,942,752 ", 14 ," 26,386,049 ", 15 ," 20,893,949 ", 11 ," 18,145,693 ", 9 , 1 , -   , 1 , -   ," 333,835 ", 0 ," 351,751 ", 0 ," 9,171,501 ", 3 ," 10,696,407 ", 3 ," 64,547 ", 0 
 223 , UKRAINE ,180771.03, 0 ,136124.32, 0 ," 6,561,989 ", 6 ," 236,234 ", 0 ," 19,674,080 ", 12 ," 23,658,980 ", 12 ," 338,989 ", 0 ," 373,117 ", 0 ," 5,718,182 ", 3 ," 6,243,140 ", 3 ," 21,021,093 ", 9 ," 20,423,782 ", 9 ," 543,338 ", 0 ," 970,701 ", 0 ," 63,015,151 ", 17 ," 64,176,635 ", 18 ," 19,226 ", 0 
 224 , UNION OF SERBIA & MONTENEGRO ,6382.94, 0 ,6057.16, 0 ," 38,835 ", 0 ," 19,784 ", 0 ," 253,217 ", 0 ," 321,688 ", 0 ," 212,821 ", 0 ," 169,664 ", 0 ," 28,300,801 ", 15 ," 30,860,269 ", 16 ," 6,510,480 ", 3 ," 6,188,224 ", 3 ," 77,429 ", 0 ," 112,322 ", 0 ," 449,547 ", 0 ," 420,533 ", 0 ," 496,650 ", 1 
 225 , UNSPECIFIED ,2031903.63, 2 ,1961967.89, 2 ," 27,464 ", 0 ," 7,693,573 ", 5 ," 283,141 ", 0 ," 293,117 ", 0 ," 4,070 ", 0 , 879 , 0 ," 331,546 ", 0 ," 343,072 ", 0 ," 36,648,039 ", 16 ," 37,616,554 ", 17 , 715 , 0 , 246 , 0 ," 106,502 ", 0 ," 143,466 ", 0 ," 19,883 ", 0 
 226 , URUGUAY ,29728.79, 0 ,22875.58, 0 ," 1,131 ", 0 ," 67,550 ", 0 ," 38,695 ", 0 ," 18,213 ", 0 ," 2,529,719 ", 1 ," 1,621,407 ", 1 ," 208,006 ", 0 ," 212,814 ", 0 ," 405,783 ", 0 ," 440,613 ", 0 ," 207,191 ", 0 ," 202,306 ", 0 ," 2,448,254 ", 1 ," 2,472,622 ", 1 , 52 , 0 
 227 , UZBEKISTAN ,20927.32, 0 ,25647.28, 0 ," 79,917 ", 0 ," 43,019 ", 0 ," 2,954,168 ", 2 ," 6,907,257 ", 4 ," 127,018 ", 0 ," 99,590 ", 0 , 102 , 0 , 1 , -   ," 273,603 ", 0 ," 328,622 ", 0 ," 1,666 ", 0 ," 2,352 ", 0 ," 124,483 ", 0 ," 432,683 ", 0 ," 66,661 ", 0 
 228 , VANUATU REP ,2409.86, 0 ,1074.92, 0 ," 1,204,507 ", 1 ," 1,276 ", 0 ," 78,081 ", 0 ," 97,548 ", 0 , 415 , 0 , 112 , 0 ," 1,655,458 ", 1 ," 1,566,195 ", 1 ,,, 0 , -   , 49 , -   , 25 , -   , 92 , -   , 249 , 0 , 414 , 0 
 229 , VENEZUELA ,84764.70, 0 ,86921.27, 0 , 602 , 0 ," 120,391 ", 0 ," 67,965 ", 0 ," 69,241 ", 0 ," 104,192 ", 0 ," 61,839 ", 0 ," 126,265 ", 0 ," 102,773 ", 0 ," 2,032,944 ", 1 ," 1,802,083 ", 1 ," 412,490 ", 0 ," 248,400 ", 0 ," 227,924 ", 0 ," 308,590 ", 0 ,,
 230 , VIETNAM SOC REP ,794947.72, 1 ,867397.61, 1 , 34 , -   ," 1,808,498 ", 1 ," 1,869 ", 0 ," 1,686 ", 0 ," 1,137 ", 0 ," 1,316 ", 0 , 723 , 0 , 337 , 0 ," 126,814 ", 0 ," 104,143 ", 0 ," 3,703,486 ", 2 ," 4,993,741 ", 2 ," 2,717 ", 0 ," 3,242 ", 0 ," 28,888 ", 0 
 231 , VIRGIN IS US ,621.12, 0 ,2038.21, 0 ," 235,168 ", 0 ," 1,874 ", 0 ," 127,721 ", 0 ," 119,554 ", 0 , 74 , -   , 34 , -   ," 72,853 ", 0 ," 85,599 ", 0 , 461 , 0 , 280 , 0 ," 55,933 ", 0 ," 3,195 ", 0 , 128 , -   , 75 , -   ," 725,245 ", 1 
 232 , WALLIS F IS ,70.51, 0 ,74.50, 0 ," 53,905 ", 0 , 100 , 0 ," 2,156,284 ", 1 ," 3,325,325 ", 2 ," 158,004 ", 0 ," 85,175 ", 0 ," 1,394 ", 0 ," 1,464 ", 0 ," 141,656 ", 0 ," 127,577 ", 0 , 17 , -   , 4 , -   ," 142,370 ", 0 ," 145,125 ", 0 , 331 , 0 
 233 , YEMEN REPUBLC ,353281.31, 0 ,345017.76, 0 ," 51,406 ", 0 ," 350,393 ", 0 , 777 , 0 ," 2,419 ", 0 ," 3,831,864 ", 2 ," 3,458,935 ", 2 , 27 , -   , 74 , -   ," 1,386 ", 0 ," 1,711 ", 0 ," 582,440 ", 0 ," 632,919 ", 0 ," 4,754,343 ", 1 ," 4,528,848 ", 1 ," 106,452 ", 0 
 234 , ZAMBIA ,49058.39, 0 ,41821.23, 0 ,,," 101,561 ", 0 , 11 , -   , 0 , -   ," 2,963 ", 0 ," 2,781 ", 0 ," 41,615 ", 0 ," 51,053 ", 0 , 20 , -   , 23 , -   ," 198,741 ", 0 ," 253,957 ", 0 ," 6,147 ", 0 ," 4,831 ", 0 ," 33,392 ", 0 
 235 , ZIMBABWE ,27617.27, 0 ,22902.89, 0 ,,," 61,940 ", 0 ," 802,402 ", 0 ," 788,634 ", 0 , 21 , -   ,,," 4,550,869 ", 2 ," 5,038,838 ", 3 ," 115,405 ", 0 ," 243,944 ", 0 ," 130,499 ", 0 ," 149,392 ", 0 , 1 , -   ,,," 13,293 ", 0 
, India's Total Export ,84075505.87,,84553364.38,,,,,," 132,216 ", 0 ," 228,326 ", 0 ," 604,547 ", 0 ," 263,535 ", 0 ," 3,583 ", 0 ," 1,854 ", 0 ," 4,540,970 ", 2 ," 3,585,131 ", 2 ,,,,," 799,648 ", 0 ," 725,649 ", 0 ,,
,,,,,,,,,," 83,355 ", 0 ," 95,765 ", 0 ," 224,265 ", 0 ," 194,718 ", 0 , 4 , -   , 33 , -   ," 30,040 ", 0 ," 56,387 ", 0 ,,,,," 224,633 ", 0 ," 202,279 ", 0 ,,
 DOC-NIC ,,,,,,,,,,,,,," 137,274 ", 0 ," 133,320 ", 0 ," 298,952 ", 0 ," 363,204 ", 0 ,,, 16 , -   ,,,,," 125,862 ", 0 ," 126,169 ", 0 ,,
,,,,,,,,,,,,,,,,,," 158,946 ", 0 ," 189,758 ", 0 ," 516,924 ", 0 ," 512,021 ", 0 ,,,,,,,,,,
,,,,,,,,,,,,,,,,,," 73,115 ", 0 ," 105,463 ", 0 ," 223,782 ", 0 ," 175,419 ", 0 ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,," 126,882 ", 0 ," 113,750 ", 0 ,,,,,,,,,,
